file_name,text
image_0.png,Neutrophil
image_1.png,Neutrophil
image_2.png,Neutrophil
image_3.png,Neutrophil
image_4.png,Neutrophil
image_5.png,Neutrophil
image_6.png,Neutrophil
image_7.png,Neutrophil
image_8.png,Neutrophil
image_9.png,Neutrophil
image_10.png,Neutrophil
image_11.png,Neutrophil
image_12.png,Neutrophil
image_13.png,Neutrophil
image_14.png,Neutrophil
image_15.png,Neutrophil
image_16.png,Neutrophil
image_17.png,Neutrophil
image_18.png,Neutrophil
image_19.png,Neutrophil
image_20.png,Neutrophil
image_21.png,Neutrophil
image_22.png,Neutrophil
image_23.png,Neutrophil
image_24.png,Neutrophil
image_25.png,Neutrophil
image_26.png,Neutrophil
image_27.png,Neutrophil
image_28.png,Neutrophil
image_29.png,Neutrophil
image_30.png,Neutrophil
image_31.png,Neutrophil
image_32.png,Neutrophil
image_33.png,Neutrophil
image_34.png,Neutrophil
image_35.png,Neutrophil
image_36.png,Neutrophil
image_37.png,Neutrophil
image_38.png,Neutrophil
image_39.png,Neutrophil
image_40.png,Neutrophil
image_41.png,Neutrophil
image_42.png,Neutrophil
image_43.png,Neutrophil
image_44.png,Neutrophil
image_45.png,Neutrophil
image_46.png,Neutrophil
image_47.png,Neutrophil
image_48.png,Neutrophil
image_49.png,Neutrophil
image_50.png,Neutrophil
image_51.png,Neutrophil
image_52.png,Neutrophil
image_53.png,Neutrophil
image_54.png,Neutrophil
image_55.png,Neutrophil
image_56.png,Neutrophil
image_57.png,Neutrophil
image_58.png,Neutrophil
image_59.png,Neutrophil
image_60.png,Neutrophil
image_61.png,Neutrophil
image_62.png,Neutrophil
image_63.png,Neutrophil
image_64.png,Neutrophil
image_65.png,Neutrophil
image_66.png,Neutrophil
image_67.png,Neutrophil
image_68.png,Neutrophil
image_69.png,Neutrophil
image_70.png,Neutrophil
image_71.png,Neutrophil
image_72.png,Neutrophil
image_73.png,Neutrophil
image_74.png,Neutrophil
image_75.png,Neutrophil
image_76.png,Neutrophil
image_77.png,Neutrophil
image_78.png,Neutrophil
image_79.png,Neutrophil
image_80.png,Neutrophil
image_81.png,Neutrophil
image_82.png,Neutrophil
image_83.png,Neutrophil
image_84.png,Neutrophil
image_85.png,Neutrophil
image_86.png,Neutrophil
image_87.png,Neutrophil
image_88.png,Neutrophil
image_89.png,Neutrophil
image_90.png,Neutrophil
image_91.png,Neutrophil
image_92.png,Neutrophil
image_93.png,Neutrophil
image_94.png,Neutrophil
image_95.png,Neutrophil
image_96.png,Neutrophil
image_97.png,Neutrophil
image_98.png,Neutrophil
image_99.png,Neutrophil
image_100.png,Neutrophil
image_101.png,Neutrophil
image_102.png,Neutrophil
image_103.png,Neutrophil
image_104.png,Neutrophil
image_105.png,Neutrophil
image_106.png,Neutrophil
image_107.png,Neutrophil
image_108.png,Neutrophil
image_109.png,Neutrophil
image_110.png,Neutrophil
image_111.png,Neutrophil
image_112.png,Neutrophil
image_113.png,Neutrophil
image_114.png,Neutrophil
image_115.png,Neutrophil
image_116.png,Neutrophil
image_117.png,Neutrophil
image_118.png,Neutrophil
image_119.png,Neutrophil
image_120.png,Neutrophil
image_121.png,Neutrophil
image_122.png,Neutrophil
image_123.png,Neutrophil
image_124.png,Neutrophil
image_125.png,Neutrophil
image_126.png,Neutrophil
image_127.png,Neutrophil
image_128.png,Neutrophil
image_129.png,Neutrophil
image_130.png,Neutrophil
image_131.png,Neutrophil
image_132.png,Neutrophil
image_133.png,Neutrophil
image_134.png,Neutrophil
image_135.png,Neutrophil
image_136.png,Neutrophil
image_137.png,Neutrophil
image_138.png,Neutrophil
image_139.png,Neutrophil
image_140.png,Neutrophil
image_141.png,Neutrophil
image_142.png,Neutrophil
image_143.png,Neutrophil
image_144.png,Neutrophil
image_145.png,Neutrophil
image_146.png,Neutrophil
image_147.png,Neutrophil
image_148.png,Neutrophil
image_149.png,Neutrophil
image_150.png,Neutrophil
image_151.png,Neutrophil
image_152.png,Neutrophil
image_153.png,Neutrophil
image_154.png,Neutrophil
image_155.png,Neutrophil
image_156.png,Neutrophil
image_157.png,Neutrophil
image_158.png,Neutrophil
image_159.png,Neutrophil
image_160.png,Neutrophil
image_161.png,Neutrophil
image_162.png,Neutrophil
image_163.png,Neutrophil
image_164.png,Neutrophil
image_165.png,Neutrophil
image_166.png,Neutrophil
image_167.png,Neutrophil
image_168.png,Neutrophil
image_169.png,Neutrophil
image_170.png,Neutrophil
image_171.png,Neutrophil
image_172.png,Neutrophil
image_173.png,Neutrophil
image_174.png,Neutrophil
image_175.png,Neutrophil
image_176.png,Neutrophil
image_177.png,Neutrophil
image_178.png,Neutrophil
image_179.png,Neutrophil
image_180.png,Neutrophil
image_181.png,Neutrophil
image_182.png,Neutrophil
image_183.png,Neutrophil
image_184.png,Neutrophil
image_185.png,Neutrophil
image_186.png,Neutrophil
image_187.png,Neutrophil
image_188.png,Neutrophil
image_189.png,Neutrophil
image_190.png,Neutrophil
image_191.png,Neutrophil
image_192.png,Neutrophil
image_193.png,Neutrophil
image_194.png,Neutrophil
image_195.png,Neutrophil
image_196.png,Neutrophil
image_197.png,Neutrophil
image_198.png,Neutrophil
image_199.png,Neutrophil
image_200.png,Neutrophil
image_201.png,Neutrophil
image_202.png,Neutrophil
image_203.png,Neutrophil
image_204.png,Neutrophil
image_205.png,Neutrophil
image_206.png,Neutrophil
image_207.png,Neutrophil
image_208.png,Neutrophil
image_209.png,Neutrophil
image_210.png,Neutrophil
image_211.png,Neutrophil
